ordinal,name,location,country,variant,lengthKm,commonTrackName,category,path,mapUrl,pitMapUrl,startFinishMapUrl,turnsMapUrl,cornersPerLap,pitRoadSpeedLimitMph,numberPitStalls,maxCars,nightLighting,rainEnabled,latitude,longitude,timeZone
504,Misano World Circuit Marco Simoncelli,"Misano Adriatico, Emilia-Romagna",Italy,Club,0.998,,road,tracks\misano\club,https://members-assets.iracing.com/public/track-maps/tracks_misano/504-misano-club/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_misano/504-misano-club/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_misano/504-misano-club/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_misano/504-misano-club/turns.svg,8,37,8,60,false,true,43.962099,12.684142,Europe/Rome
505,Misano World Circuit Marco Simoncelli,"Misano Adriatico, Emilia-Romagna",Italy,Truck,4.02,,road,tracks\misano\truck,https://members-assets.iracing.com/public/track-maps/tracks_misano/505-misano-truck/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_misano/505-misano-truck/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_misano/505-misano-truck/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_misano/505-misano-truck/turns.svg,16,37,23,60,false,true,43.962099,12.684142,Europe/Rome
506,Slinger Speedway,"Slinger, WI",USA,Figure 8,0.451,,road,tracks\slinger\figure8,https://members-assets.iracing.com/public/track-maps/tracks_slinger/506-slinger-figure8/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_slinger/506-slinger-figure8/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_slinger/506-slinger-figure8/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_slinger/506-slinger-figure8/turns.svg,4,30,20,50,true,true,43.340579,-88.277329,America/Chicago
508,Lime Rock Park,"Lakeville, Connecticut",USA,School,2.462,,road,tracks\limerock\2019\school,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/508-limerock-2019-school/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/508-limerock-2019-school/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/508-limerock-2019-school/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_limerock_2019/508-limerock-2019-school/turns.svg,7,,35,63,false,true,41.9282105,-73.3839642,America/New_York
509,Algarve International Circuit,Portimão,Portugal,Grand Prix,4.591,,road,tracks\algarve\gp,https://members-assets.iracing.com/public/track-maps/tracks_algarve/509-algarve-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/509-algarve-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/509-algarve-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/509-algarve-gp/turns.svg,15,37,22,60,false,true,37.2322667,-8.6300625,Europe/Lisbon
510,Algarve International Circuit,Portimão,Portugal,Grand Prix - Chicanes,4.685,,road,tracks\algarve\gpchicane,https://members-assets.iracing.com/public/track-maps/tracks_algarve/510-algarve-gpchicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/510-algarve-gpchicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/510-algarve-gpchicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/510-algarve-gpchicane/turns.svg,16,37,22,60,false,true,37.2322667,-8.6300625,Europe/Lisbon
511,Algarve International Circuit,Portimão,Portugal,Moto,4.591,,road,tracks\algarve\moto,https://members-assets.iracing.com/public/track-maps/tracks_algarve/511-algarve-moto/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/511-algarve-moto/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/511-algarve-moto/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/511-algarve-moto/turns.svg,15,37,22,60,false,true,37.2322667,-8.6300625,Europe/Lisbon
512,Algarve International Circuit,Portimão,Portugal,Moto - Chicanes,4.591,,road,tracks\algarve\motochicane,https://members-assets.iracing.com/public/track-maps/tracks_algarve/512-algarve-motochicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/512-algarve-motochicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/512-algarve-motochicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_algarve/512-algarve-motochicane/turns.svg,15,37,22,60,false,true,37.2322667,-8.6300625,Europe/Lisbon
513,Millbridge Speedway,"Salisbury, NC",USA,,0.402,,dirt_oval,tracks\millbridge,https://members-assets.iracing.com/public/track-maps/tracks_millbridge/513-millbridge/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_millbridge/513-millbridge/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_millbridge/513-millbridge/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_millbridge/513-millbridge/turns.svg,4,30,6,60,true,false,35.6529521,-80.6078801,America/New_York
514,Kokomo Speedway,"Kokomo, Indiana",USA,Tires out,0.402,,dirt_oval,tracks\kokomo\tiresout,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/514-kokomo-tiresout/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/514-kokomo-tiresout/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/514-kokomo-tiresout/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_kokomo/514-kokomo-tiresout/turns.svg,4,15,4,63,true,false,40.5111901,-86.1455678,America/Indiana/Indianapolis
515,Circuito de Navarra,Navarra,Spain,Speed Circuit,3.927,,road,tracks\navarra\speedlong,https://members-assets.iracing.com/public/track-maps/tracks_navarra/515-navarra-speedlong/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/515-navarra-speedlong/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/515-navarra-speedlong/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/515-navarra-speedlong/turns.svg,15,37,16,60,false,true,42.559206,-2.168074,Europe/Madrid
516,Circuito de Navarra,Navarra,Spain,Speed Circuit - Medium,2.672,,road,tracks\navarra\speedmedium,https://members-assets.iracing.com/public/track-maps/tracks_navarra/516-navarra-speedmedium/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/516-navarra-speedmedium/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/516-navarra-speedmedium/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/516-navarra-speedmedium/turns.svg,8,37,16,60,false,true,42.559206,-2.168074,Europe/Madrid
517,Circuito de Navarra,Navarra,Spain,Speed Circuit - Short,1.333,,road,tracks\navarra\speedshort,https://members-assets.iracing.com/public/track-maps/tracks_navarra/517-navarra-speedshort/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/517-navarra-speedshort/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/517-navarra-speedshort/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_navarra/517-navarra-speedshort/turns.svg,5,37,5,60,false,true,42.559206,-2.168074,Europe/Madrid
518,Oswego Speedway,"Oswego, NY",USA,Oval,1.006,,oval,tracks\oswego\oval,https://members-assets.iracing.com/public/track-maps/tracks_oswego/518-oswego-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/518-oswego-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/518-oswego-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/518-oswego-oval/turns.svg,4,30,17,60,true,false,43.45784,-76.481946,America/New_York
519,Oswego Speedway,"Oswego, NY",USA,Mini Oval,0.604,,oval,tracks\oswego\mini,https://members-assets.iracing.com/public/track-maps/tracks_oswego/519-oswego-mini/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/519-oswego-mini/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/519-oswego-mini/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/519-oswego-mini/turns.svg,4,30,17,60,true,false,43.45784,-76.481946,America/New_York
520,Oswego Speedway,"Oswego, NY",USA,Dirt,1.006,,dirt_oval,tracks\oswego\dirt,https://members-assets.iracing.com/public/track-maps/tracks_oswego/520-oswego-dirt/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/520-oswego-dirt/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/520-oswego-dirt/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_oswego/520-oswego-dirt/turns.svg,4,30,17,60,true,false,43.45784,-76.481946,America/New_York
521,Sachsenring,Oberlungwitz,Germany,,3.637,,road,tracks\sachsenring,https://members-assets.iracing.com/public/track-maps/tracks_sachsenring/521-sachsenring/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_sachsenring/521-sachsenring/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_sachsenring/521-sachsenring/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_sachsenring/521-sachsenring/turns.svg,13,31,19,60,false,true,50.79177,12.688051,Europe/Berlin
522,Indianapolis Motor Speedway,"Speedway, Indiana",USA,NASCAR Oval,4.023,,oval,tracks\indianapolis\2022\ovalnascar,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/522-indianapolis-2022-ovalnascar/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/522-indianapolis-2022-ovalnascar/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/522-indianapolis-2022-ovalnascar/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_indianapolis/522-indianapolis-2022-ovalnascar/turns.svg,4,55,43,82,false,false,39.4754,-86.1358,America/Indiana/Indianapolis
523,Circuit de Spa-Francorchamps,"Francorchamps, Liège",Belgium,Grand Prix Pits,7.001,spa,road,tracks\spa\2024\up,https://members-assets.iracing.com/public/track-maps/tracks_spa/523-spa-2024-up/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/523-spa-2024-up/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/523-spa-2024-up/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/523-spa-2024-up/turns.svg,21,45,25,60,true,true,50.4369118,5.969856,Europe/Brussels
524,Circuit de Spa-Francorchamps,"Francorchamps, Liège",Belgium,Classic Pits,7.001,,road,tracks\spa\2024\low,https://members-assets.iracing.com/public/track-maps/tracks_spa/524-spa-2024-low/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/524-spa-2024-low/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/524-spa-2024-low/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/524-spa-2024-low/turns.svg,21,45,35,60,true,true,50.4369118,5.969856,Europe/Brussels
525,Circuit de Spa-Francorchamps,"Francorchamps, Liège",Belgium,Endurance,7.001,,road,tracks\spa\2024\combined,https://members-assets.iracing.com/public/track-maps/tracks_spa/525-spa-2024-combined/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/525-spa-2024-combined/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/525-spa-2024-combined/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/525-spa-2024-combined/turns.svg,21,45,60,60,true,true,50.4369118,5.969856,Europe/Brussels
526,Circuit de Spa-Francorchamps,"Francorchamps, Liège",Belgium,Bike,7.001,,road,tracks\spa\2024\bike,https://members-assets.iracing.com/public/track-maps/tracks_spa/526-spa-2024-bike/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/526-spa-2024-bike/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/526-spa-2024-bike/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_spa/526-spa-2024-bike/turns.svg,21,45,25,60,true,true,50.4369118,5.969856,Europe/Brussels
527,Cadwell Park Circuit,"Louth, Lincolnshire",England,Full,3.492,,road,tracks\cadwell\full,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/527-cadwell-full/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/527-cadwell-full/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/527-cadwell-full/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/527-cadwell-full/turns.svg,18,31,6,60,false,true,53.310274,-0.059399,Europe/London
528,Cadwell Park Circuit,"Louth, Lincolnshire",England,Club,2.366,,road,tracks\cadwell\club,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/528-cadwell-club/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/528-cadwell-club/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/528-cadwell-club/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/528-cadwell-club/turns.svg,9,31,4,60,false,true,53.310274,-0.059399,Europe/London
529,Cadwell Park Circuit,"Louth, Lincolnshire",England,Moto,3.508,,road,tracks\cadwell\moto,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/529-cadwell-moto/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/529-cadwell-moto/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/529-cadwell-moto/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/529-cadwell-moto/turns.svg,19,31,6,60,false,true,53.310274,-0.059399,Europe/London
530,Cadwell Park Circuit,"Louth, Lincolnshire",England,Woodlands,1.368,,road,tracks\cadwell\woodlands,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/530-cadwell-woodlands/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/530-cadwell-woodlands/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/530-cadwell-woodlands/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_cadwell/530-cadwell-woodlands/turns.svg,9,31,6,60,false,true,53.310274,-0.059399,Europe/London
531,Huset's Speedway,"Brandon, South Dakota",USA,,0.604,,dirt_oval,tracks\husets,https://members-assets.iracing.com/public/track-maps/tracks_husets/531-husets/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_husets/531-husets/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_husets/531-husets/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_husets/531-husets/turns.svg,4,45,14,60,true,false,43.570801,-96.583907,America/Chicago
532,Thruxton Circuit,"Hampshire, England",United Kingdom,,3.792,,road,tracks\thruxton,https://members-assets.iracing.com/public/track-maps/tracks_thruxton/532-thruxton/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thruxton/532-thruxton/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thruxton/532-thruxton/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thruxton/532-thruxton/turns.svg,12,50,13,60,false,true,51.20766,-1.608988,Europe/London
533,Miami International Autodrome,"Miami, Florida",USA,Marina Loop,3.927,,road,tracks\miami\marinaloop,https://members-assets.iracing.com/public/track-maps/tracks_miami/533-miami-marinaloop/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/533-miami-marinaloop/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/533-miami-marinaloop/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/533-miami-marinaloop/turns.svg,17,37,25,60,false,true,25.959107,-80.23741,America/New_York
534,Miami International Autodrome,"Miami, Florida",USA,MIA Loop,2.301,,road,tracks\miami\mialoop,https://members-assets.iracing.com/public/track-maps/tracks_miami/534-miami-mialoop/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/534-miami-mialoop/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/534-miami-mialoop/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/534-miami-mialoop/turns.svg,17,37,25,60,false,true,25.959107,-80.23741,America/New_York
535,Miami International Autodrome,"Miami, Florida",USA,Extended MIA Loop,2.816,,road,tracks\miami\extendedmialoop,https://members-assets.iracing.com/public/track-maps/tracks_miami/535-miami-extendedmialoop/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/535-miami-extendedmialoop/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/535-miami-extendedmialoop/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/535-miami-extendedmialoop/turns.svg,17,37,25,60,false,true,25.959107,-80.23741,America/New_York
536,Portland International Raceway,"Portland, Oregon",USA,Full Circuit,3.166,,road,tracks\portland\full,https://members-assets.iracing.com/public/track-maps/tracks_portland/536-portland-full/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_portland/536-portland-full/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_portland/536-portland-full/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_portland/536-portland-full/turns.svg,12,50,38,60,false,true,45.595031,-122.694497,America/Los_Angeles
537,Portland International Raceway,"Portland, Oregon",USA,No Chicane,3.112,,road,tracks\portland\nochicane,https://members-assets.iracing.com/public/track-maps/tracks_portland/537-portland-nochicane/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_portland/537-portland-nochicane/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_portland/537-portland-nochicane/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_portland/537-portland-nochicane/turns.svg,9,50,38,60,false,true,45.595031,-122.694497,America/Los_Angeles
538,Miami International Autodrome,"Miami, Florida",USA,Extended Marina Loop,4.506,,road,tracks\miami\exmarinaloop,https://members-assets.iracing.com/public/track-maps/tracks_miami/538-miami-exmarinaloop/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/538-miami-exmarinaloop/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/538-miami-exmarinaloop/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/538-miami-exmarinaloop/turns.svg,19,50,25,60,false,true,25.959107,-80.23741,America/New_York
539,Miami International Autodrome,"Miami, Florida",USA,Grand Prix,5.407,,road,tracks\miami\gp,https://members-assets.iracing.com/public/track-maps/tracks_miami/539-miami-gp/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/539-miami-gp/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/539-miami-gp/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_miami/539-miami-gp/turns.svg,17,37,25,60,false,true,25.959107,-80.23741,America/New_York
540,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,GT Circuit,7.77,,road,tracks\thebend\gt,https://members-assets.iracing.com/public/track-maps/tracks_thebend/540-thebend-gt/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/540-thebend-gt/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/540-thebend-gt/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/540-thebend-gt/turns.svg,35,25,37,60,false,true,-35.308313,139.511143,Australia/Adelaide
541,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,International Circuit,4.95,,road,tracks\thebend\international,https://members-assets.iracing.com/public/track-maps/tracks_thebend/541-thebend-international/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/541-thebend-international/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/541-thebend-international/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/541-thebend-international/turns.svg,18,25,37,60,false,true,-35.308313,139.511143,Australia/Adelaide
542,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,East Circuit,3.93,,road,tracks\thebend\east,https://members-assets.iracing.com/public/track-maps/tracks_thebend/542-thebend-east/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/542-thebend-east/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/542-thebend-east/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/542-thebend-east/turns.svg,22,25,10,60,false,true,-35.308313,139.511143,Australia/Adelaide
543,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,West Circuit,3.41,,road,tracks\thebend\west,https://members-assets.iracing.com/public/track-maps/tracks_thebend/543-thebend-west/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/543-thebend-west/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/543-thebend-west/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/543-thebend-west/turns.svg,12,25,37,60,false,true,-35.308313,139.511143,Australia/Adelaide
544,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,West Plus Circuit,3.653,,road,tracks\thebend\westplus,https://members-assets.iracing.com/public/track-maps/tracks_thebend/544-thebend-westplus/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/544-thebend-westplus/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/544-thebend-westplus/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/544-thebend-westplus/turns.svg,17,25,37,60,false,true,-35.308313,139.511143,Australia/Adelaide
545,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,Sprint Circuit,2.768,,road,tracks\thebend\sprint,https://members-assets.iracing.com/public/track-maps/tracks_thebend/545-thebend-sprint/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/545-thebend-sprint/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/545-thebend-sprint/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/545-thebend-sprint/turns.svg,11,25,37,60,false,true,-35.308313,139.511143,Australia/Adelaide
546,Shell V-Power Motorsport Park at The Bend,Tailem Bend,Australia,South West Circuit,1.819,,road,tracks\thebend\southwest,https://members-assets.iracing.com/public/track-maps/tracks_thebend/546-thebend-southwest/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/546-thebend-southwest/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/546-thebend-southwest/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_thebend/546-thebend-southwest/turns.svg,7,25,37,60,false,true,-35.308313,139.511143,Australia/Adelaide
550,Charlotte Motor Speedway,"Concord, North Carolina",USA,Legends Road Course 2025,2.012,,road,tracks\charlotte\2025\legendsrc2025,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/550-charlotte-2025-legendsrc2025/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/550-charlotte-2025-legendsrc2025/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/550-charlotte-2025-legendsrc2025/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/550-charlotte-2025-legendsrc2025/turns.svg,11,25,13,60,true,true,35.3511641,-80.6912655,America/New_York
551,Charlotte Motor Speedway,"Concord, North Carolina",USA,Infield Road Course Long,2.414,,road,tracks\charlotte\2025\legendsrclong,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/551-charlotte-2025-legendsrclong/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/551-charlotte-2025-legendsrclong/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/551-charlotte-2025-legendsrclong/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/551-charlotte-2025-legendsrclong/turns.svg,13,25,12,60,true,true,35.3511641,-80.6912655,America/New_York
552,Charlotte Motor Speedway,"Concord, North Carolina",USA,Infield Road Course,1.159,,road,tracks\charlotte\2025\legendsrcshort,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/552-charlotte-2025-legendsrcshort/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/552-charlotte-2025-legendsrcshort/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/552-charlotte-2025-legendsrcshort/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/552-charlotte-2025-legendsrcshort/turns.svg,8,30,21,60,true,true,35.3511641,-80.6912655,America/New_York
553,Charlotte Motor Speedway,"Concord, North Carolina",USA,Roval 2019,3.669,,road,tracks\charlotte\2025\roval2019,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/553-charlotte-2025-roval2019/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/553-charlotte-2025-roval2019/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/553-charlotte-2025-roval2019/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/553-charlotte-2025-roval2019/turns.svg,17,40,42,60,true,true,35.3511641,-80.6912655,America/New_York
554,Charlotte Motor Speedway,"Concord, North Carolina",USA,Roval 2025,3.669,,road,tracks\charlotte\2025\roval2025,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/554-charlotte-2025-roval2025/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/554-charlotte-2025-roval2025/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/554-charlotte-2025-roval2025/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/554-charlotte-2025-roval2025/turns.svg,17,40,42,60,true,true,35.3511641,-80.6912655,America/New_York
555,Charlotte Motor Speedway,"Concord, North Carolina",USA,Roval No Chicanes,3.621,,road,tracks\charlotte\2025\rovalnochicanes,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/555-charlotte-2025-rovalnochicanes/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/555-charlotte-2025-rovalnochicanes/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/555-charlotte-2025-rovalnochicanes/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/555-charlotte-2025-rovalnochicanes/turns.svg,17,40,42,60,true,true,35.3511641,-80.6912655,America/New_York
556,Charlotte Motor Speedway,"Concord, North Carolina",USA,Oval,2.414,,oval,tracks\charlotte\2025\oval,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/556-charlotte-2025-oval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/556-charlotte-2025-oval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/556-charlotte-2025-oval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/556-charlotte-2025-oval/turns.svg,4,45,43,60,true,false,35.3511641,-80.6912655,America/New_York
557,Charlotte Motor Speedway,"Concord, North Carolina",USA,Legends Oval,0.402,,oval,tracks\charlotte\2025\legendsoval,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/557-charlotte-2025-legendsoval/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/557-charlotte-2025-legendsoval/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/557-charlotte-2025-legendsoval/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/557-charlotte-2025-legendsoval/turns.svg,4,30,32,60,true,false,35.3511641,-80.6912655,America/New_York
558,Charlotte Motor Speedway,"Concord, North Carolina",USA,Rallyx,1.336,,dirt_road,tracks\charlotte\2025\rallycrosslong,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/558-charlotte-2025-rallycrosslong/active.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/558-charlotte-2025-rallycrosslong/pitroad.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/558-charlotte-2025-rallycrosslong/start-finish.svg,https://members-assets.iracing.com/public/track-maps/tracks_charlotte/558-charlotte-2025-rallycrosslong/turns.svg,7,40,16,16,false,false,35.3511641,-80.6912655,America/New_York
